tenure,Churn,Contract,SeniorCitizen,MonthlyCharges
40,0,Two year,0,19.649999618530277
30,0,Month-to-month,0,54.45000076293945
11,0,Month-to-month,0,70.5
15,0,One year,0,20.100000381469727
11,0,Month-to-month,0,69.3499984741211
64,0,One year,0,19.799999237060547
72,0,Two year,1,74.4000015258789
72,0,Two year,1,93.0500030517578
1,0,Month-to-month,0,51.20000076293945
15,0,One year,0,65.5999984741211
60,0,One year,0,80.55000305175781
56,0,One year,0,52.70000076293945
8,0,Two year,0,20.850000381469727
3,1,Month-to-month,0,80.0999984741211
49,0,Month-to-month,0,52.150001525878906
2,1,Month-to-month,0,80.19999694824219
6,1,Month-to-month,0,98.1500015258789
70,0,Two year,0,114.9499969482422
12,1,Month-to-month,0,112.9499969482422
52,0,One year,1,104.4499969482422
72,0,Two year,0,113.6500015258789
40,0,Two year,0,20.600000381469727
1,1,Month-to-month,0,70.9000015258789
3,1,Month-to-month,1,86.8499984741211
40,0,Month-to-month,1,91.5500030517578
1,0,Month-to-month,0,49.84999847412109
30,0,One year,0,19.799999237060547
23,1,Month-to-month,0,99.8499984741211
1,1,Month-to-month,0,74.5
44,0,Month-to-month,1,104.1500015258789
65,1,Month-to-month,0,109.1500015258789
7,0,Month-to-month,1,48.20000076293945
72,0,Two year,1,25.100000381469727
8,0,Month-to-month,1,100.1500015258789
16,1,Month-to-month,0,65.19999694824219
66,1,Month-to-month,1,99.5
1,1,Month-to-month,0,71.55000305175781
3,0,Month-to-month,0,55.900001525878906
53,1,Month-to-month,0,93.9000015258789
8,0,Month-to-month,1,64.4000015258789
69,1,Two year,1,108.4000015258789
5,0,Month-to-month,0,85.30000305175781
72,0,Two year,0,107.4499969482422
13,1,Month-to-month,0,48.75
4,1,Month-to-month,0,85.6500015258789
54,0,Two year,0,91.3000030517578
72,0,Two year,0,85.94999694824219
12,1,Month-to-month,0,106.6999969482422
1,1,Month-to-month,0,25.149999618530277
1,0,Month-to-month,1,45.20000076293945
54,1,One year,0,110.3499984741211
69,0,Two year,0,79.19999694824219
48,0,Two year,0,55.5
48,1,One year,0,103.25
8,0,Month-to-month,0,90.25
71,0,Two year,0,91.25
2,1,Month-to-month,0,47.79999923706055
67,0,One year,0,100.9000015258789
34,0,Month-to-month,0,97.6999969482422
3,0,Month-to-month,0,69.8499984741211
9,0,One year,0,65.5999984741211
71,0,One year,0,104.6500015258789
57,0,Two year,0,90.4499969482422
72,0,Two year,0,63.70000076293945
48,0,Month-to-month,1,104.5
18,0,One year,0,20.100000381469727
43,0,One year,0,104.3000030517578
72,0,Two year,0,93.25
35,0,One year,0,73.44999694824219
4,0,Month-to-month,0,20.700000762939453
49,0,Two year,0,25.25
71,0,Two year,0,100.5
11,0,Month-to-month,0,90.5999984741211
63,0,Two year,0,89.4000015258789
65,0,Month-to-month,1,95.4499969482422
49,0,Two year,0,20.450000762939453
29,1,Month-to-month,0,98.5999984741211
15,1,Month-to-month,1,83.05000305175781
4,0,Month-to-month,0,19.950000762939453
72,0,One year,0,109.1500015258789
26,0,Month-to-month,1,85.69999694824219
35,0,Month-to-month,1,102.0500030517578
57,0,One year,0,94.6999969482422
28,0,Month-to-month,0,64.4000015258789
25,0,One year,0,26.799999237060547
47,0,One year,0,66.05000305175781
57,0,Month-to-month,0,65.19999694824219
16,0,Month-to-month,1,85.05000305175781
5,0,Month-to-month,0,55.79999923706055
17,1,Month-to-month,0,70.4000015258789
56,1,One year,1,104.75
72,0,Two year,0,19.950000762939453
21,1,Month-to-month,1,94.25
48,0,One year,0,45.0
68,0,Two year,0,114.9000015258789
30,0,Month-to-month,0,106.4000015258789
3,0,Month-to-month,0,46.09999847412109
14,0,Two year,1,39.70000076293945
4,0,Month-to-month,0,20.049999237060547
71,0,Two year,0,95.75
8,0,One year,0,24.399999618530277
61,0,Month-to-month,0,33.599998474121094
72,0,Two year,0,90.4499969482422
5,0,Month-to-month,0,84.0
49,0,Two year,0,67.4000015258789
8,0,Month-to-month,0,19.700000762939453
3,0,Month-to-month,0,80.3499984741211
9,0,Two year,0,19.600000381469727
67,0,Two year,0,54.20000076293945
46,0,Month-to-month,0,45.20000076293945
67,0,One year,0,75.0999984741211
55,0,One year,0,19.700000762939453
33,0,Month-to-month,0,72.75
62,0,Two year,0,20.049999237060547
1,1,Month-to-month,0,45.95000076293945
49,0,Month-to-month,0,39.20000076293945
1,0,Month-to-month,0,44.75
14,0,Month-to-month,0,82.6500015258789
18,0,Month-to-month,1,93.9000015258789
1,1,Month-to-month,1,70.1500015258789
1,1,Month-to-month,0,85.55000305175781
72,0,Two year,0,117.1500015258789
64,0,Two year,0,99.25
69,0,Two year,0,112.5500030517578
1,0,Month-to-month,0,25.700000762939453
71,0,Two year,0,90.3000030517578
66,0,One year,0,49.400001525878906
2,0,Month-to-month,0,19.399999618530277
71,0,Two year,1,109.6999969482422
11,0,One year,0,61.25
47,0,Month-to-month,0,55.29999923706055
35,1,Month-to-month,0,70.30000305175781
32,1,Month-to-month,1,106.3499984741211
60,0,Month-to-month,0,103.75
11,0,One year,0,19.5
29,0,One year,0,39.5
21,0,Month-to-month,0,26.049999237060547
48,0,Month-to-month,1,91.0500030517578
3,0,Month-to-month,0,29.649999618530277
43,0,Month-to-month,0,50.20000076293945
5,0,Month-to-month,0,105.3000030517578
1,0,Month-to-month,0,55.45000076293945
71,0,One year,0,85.44999694824219
8,0,One year,0,19.799999237060547
8,0,Month-to-month,0,59.25
20,0,Month-to-month,0,90.6999969482422
33,1,One year,0,103.6999969482422
71,0,One year,0,79.05000305175781
31,0,One year,1,90.6999969482422
38,0,One year,1,95.0
1,1,Month-to-month,0,88.3499984741211
2,0,Month-to-month,0,30.25
12,0,Month-to-month,0,49.84999847412109
9,0,Month-to-month,0,93.0
11,0,Month-to-month,1,54.54999923706055
6,0,Month-to-month,0,19.700000762939453
71,0,One year,0,84.80000305175781
42,0,One year,0,94.4499969482422
8,1,Month-to-month,0,94.1999969482422
5,1,Month-to-month,0,96.25
2,1,Month-to-month,0,70.69999694824219
45,0,Two year,0,20.850000381469727
28,0,One year,0,60.0
43,0,Month-to-month,0,80.44999694824219
60,0,Two year,0,84.94999694824219
42,1,One year,0,33.54999923706055
7,0,Two year,0,49.650001525878906
25,0,One year,0,20.200000762939453
40,1,Month-to-month,1,94.5500030517578
27,0,One year,0,100.5
10,0,Month-to-month,0,35.75
27,0,Month-to-month,1,86.44999694824219
11,0,One year,0,53.79999923706055
4,0,Month-to-month,0,38.54999923706055
68,0,Month-to-month,0,39.900001525878906
1,0,Month-to-month,1,70.05000305175781
18,0,One year,0,20.100000381469727
57,1,Two year,0,112.9499969482422
26,0,Month-to-month,0,20.299999237060547
17,0,Month-to-month,0,35.650001525878906
1,1,Month-to-month,0,35.900001525878906
38,1,Month-to-month,0,99.25
59,0,One year,1,82.94999694824219
30,0,Two year,0,55.650001525878906
2,1,Month-to-month,1,24.450000762939453
50,0,One year,1,25.200000762939453
9,0,One year,0,50.79999923706055
3,0,Month-to-month,0,19.649999618530277
14,0,Month-to-month,0,59.79999923706055
31,0,Month-to-month,1,73.55000305175781
7,0,Month-to-month,0,61.400001525878906
8,1,Month-to-month,0,103.3499984741211
17,0,One year,0,19.899999618530277
32,0,Month-to-month,0,19.450000762939453
2,0,Month-to-month,1,81.5
7,1,Month-to-month,1,84.80000305175781
72,0,Two year,0,109.5500030517578
31,1,Month-to-month,1,99.9499969482422
27,0,Month-to-month,0,74.4000015258789
18,1,Month-to-month,0,90.0
7,0,Month-to-month,0,74.9000015258789
14,1,Month-to-month,1,104.8499984741211
11,0,Month-to-month,0,59.650001525878906
72,0,Two year,0,110.4499969482422
28,1,One year,0,106.0999984741211
15,1,Month-to-month,1,74.19999694824219
4,0,Month-to-month,1,74.44999694824219
71,0,Two year,0,24.549999237060547
5,1,Month-to-month,0,89.3499984741211
47,0,Two year,0,24.549999237060547
57,0,One year,1,90.6500015258789
50,0,Two year,1,105.0500030517578
8,0,Month-to-month,0,20.450000762939453
48,0,Two year,0,19.549999237060547
70,0,One year,0,19.700000762939453
1,0,Month-to-month,0,70.44999694824219
8,0,Month-to-month,0,85.6500015258789
1,1,Month-to-month,0,77.1500015258789
1,1,Month-to-month,0,35.25
60,0,Two year,0,20.549999237060547
49,0,One year,0,97.9499969482422
4,1,Month-to-month,0,48.54999923706055
29,0,One year,0,20.0
67,0,Two year,0,25.25
53,1,Month-to-month,0,98.4000015258789
67,0,Two year,0,70.9000015258789
6,0,Month-to-month,0,19.850000381469727
47,0,Month-to-month,0,106.3499984741211
53,0,Two year,0,99.5
69,0,Two year,0,84.69999694824219
3,0,Month-to-month,0,86.05000305175781
4,0,Month-to-month,0,44.54999923706055
56,0,Two year,0,75.8499984741211
59,1,Month-to-month,1,93.8499984741211
61,0,Two year,1,25.0
2,0,Month-to-month,0,45.0
46,1,Month-to-month,1,100.6999969482422
12,0,Month-to-month,0,20.5
14,1,Month-to-month,0,80.44999694824219
28,0,One year,0,90.4499969482422
24,0,Month-to-month,0,60.45000076293945
31,1,Month-to-month,0,55.25
68,0,One year,0,78.44999694824219
39,0,Two year,0,100.5500030517578
42,0,Month-to-month,0,20.350000381469727
13,1,Month-to-month,0,54.45000076293945
6,0,Month-to-month,0,90.75
35,1,Month-to-month,0,75.3499984741211
38,0,One year,0,20.25
18,0,Two year,0,20.049999237060547
4,0,Month-to-month,0,19.600000381469727
27,0,Month-to-month,0,53.79999923706055
41,0,One year,0,70.19999694824219
50,0,One year,0,75.5
72,0,Two year,0,20.350000381469727
70,0,One year,0,26.049999237060547
44,0,One year,0,20.600000381469727
2,1,Month-to-month,0,75.69999694824219
34,0,One year,0,20.100000381469727
72,0,Two year,1,24.299999237060547
71,0,Two year,0,24.5
64,0,Two year,0,110.5
72,0,Two year,0,25.25
1,1,Month-to-month,0,74.25
29,0,One year,1,90.0999984741211
23,0,One year,0,68.75
52,0,Two year,0,19.200000762939453
25,1,Month-to-month,1,89.69999694824219
64,0,Two year,0,115.0999984741211
16,1,Month-to-month,1,96.4000015258789
1,1,Month-to-month,1,69.5
24,0,Month-to-month,0,99.6500015258789
2,0,Month-to-month,0,91.4499969482422
34,0,Two year,0,84.75
36,1,Month-to-month,1,85.25
53,0,One year,0,78.75
47,0,Two year,0,20.25
72,0,Two year,0,19.899999618530277
72,0,Two year,0,97.75
1,1,Month-to-month,0,19.399999618530277
9,1,Month-to-month,0,83.30000305175781
8,1,Month-to-month,0,80.0999984741211
45,1,One year,1,62.70000076293945
7,0,Month-to-month,0,100.4000015258789
71,0,Two year,0,24.450000762939453
41,0,One year,1,101.0999984741211
67,0,Two year,0,50.900001525878906
69,0,One year,0,107.1999969482422
70,0,Two year,1,92.1999969482422
25,1,One year,0,25.299999237060547
72,0,Two year,0,113.4000015258789
34,0,Two year,0,40.54999923706055
65,0,Two year,0,26.0
70,0,Two year,0,111.9499969482422
72,0,Two year,0,53.79999923706055
35,0,One year,0,72.0999984741211
13,1,Month-to-month,0,98.1500015258789
12,0,One year,0,78.8499984741211
62,0,One year,0,70.75
25,0,Month-to-month,0,76.1500015258789
52,0,Two year,0,39.09999847412109
8,0,Month-to-month,1,69.94999694824219
2,0,Month-to-month,0,20.049999237060547
56,0,Two year,0,20.049999237060547
12,0,Month-to-month,0,19.450000762939453
47,0,One year,0,26.899999618530277
2,0,Month-to-month,1,19.200000762939453
18,0,Month-to-month,0,50.0
8,0,Month-to-month,0,60.0
45,0,Month-to-month,0,84.55000305175781
3,0,Month-to-month,0,45.45000076293945
38,0,One year,0,20.049999237060547
72,0,Two year,0,115.5500030517578
46,1,Month-to-month,0,93.6999969482422
71,0,Two year,0,99.0
66,0,Two year,0,50.54999923706055
25,1,Month-to-month,1,105.9499969482422
18,1,One year,0,82.0
13,0,Two year,0,25.0
65,0,Two year,0,91.5500030517578
60,1,Month-to-month,0,95.75
15,0,Two year,0,19.350000381469727
72,0,Two year,0,24.850000381469727
30,1,Month-to-month,0,94.0500030517578
42,0,Two year,0,100.4000015258789
71,0,Two year,0,25.0
1,1,Month-to-month,0,54.75
39,1,Month-to-month,1,95.6500015258789
35,0,Month-to-month,0,19.25
53,0,Month-to-month,0,108.25
1,1,Month-to-month,0,94.5999984741211
31,1,Month-to-month,1,98.9000015258789
48,0,Two year,0,20.149999618530277
30,0,Month-to-month,1,101.3000030517578
10,0,Month-to-month,0,20.0
12,0,Month-to-month,0,105.3000030517578
57,0,Two year,1,69.8499984741211
58,0,Month-to-month,0,65.25
37,0,Two year,0,19.799999237060547
44,0,Month-to-month,0,19.600000381469727
27,0,One year,0,20.049999237060547
8,0,Month-to-month,0,49.400001525878906
3,1,Month-to-month,1,76.05000305175781
25,0,Month-to-month,1,88.4000015258789
57,0,Month-to-month,0,100.5999984741211
12,0,Month-to-month,0,19.450000762939453
62,0,Two year,0,20.299999237060547
65,0,Two year,0,107.6500015258789
71,0,Two year,0,80.44999694824219
21,0,One year,0,58.84999847412109
71,0,One year,0,109.5999984741211
7,0,Month-to-month,0,75.1500015258789
72,0,Two year,0,73.0
1,0,Month-to-month,0,70.0999984741211
72,0,Two year,0,98.6500015258789
64,0,One year,0,111.4499969482422
72,0,Two year,0,114.9000015258789
29,0,Month-to-month,0,100.5500030517578
13,0,Two year,0,20.399999618530277
31,0,Month-to-month,0,104.3499984741211
1,1,Month-to-month,1,69.75
7,1,Month-to-month,0,34.5
61,1,Month-to-month,0,105.5500030517578
39,1,Month-to-month,0,30.100000381469727
10,1,Month-to-month,0,70.30000305175781
14,0,Month-to-month,0,80.44999694824219
1,1,Month-to-month,0,80.19999694824219
67,1,One year,0,94.3499984741211
72,0,Two year,0,91.3499984741211
6,1,Month-to-month,0,44.59999847412109
1,1,Month-to-month,0,19.600000381469727
25,0,One year,0,19.899999618530277
33,1,Month-to-month,1,110.4499969482422
18,0,Month-to-month,0,68.3499984741211
71,0,Two year,0,79.0999984741211
28,0,One year,1,51.0
2,0,Month-to-month,0,80.55000305175781
17,0,Month-to-month,0,66.69999694824219
56,0,Month-to-month,0,86.4000015258789
60,0,One year,0,50.04999923706055
33,0,Two year,0,25.700000762939453
1,0,Month-to-month,0,83.4000015258789
2,1,Month-to-month,0,70.69999694824219
63,0,Two year,0,84.6500015258789
7,1,Month-to-month,1,99.25
55,0,Two year,0,64.75
65,0,One year,0,100.1500015258789
1,1,Month-to-month,0,84.80000305175781
63,0,Two year,0,25.25
70,0,Two year,1,113.0
36,0,Two year,0,40.650001525878906
52,1,One year,0,105.0
22,1,Month-to-month,0,54.45000076293945
22,0,Month-to-month,0,94.9499969482422
5,0,Month-to-month,1,59.900001525878906
47,1,Month-to-month,0,85.30000305175781
33,1,Month-to-month,0,83.3499984741211
18,1,Month-to-month,0,33.5
1,0,Month-to-month,0,19.799999237060547
56,0,Two year,0,81.80000305175781
2,0,Month-to-month,0,20.0
35,0,Month-to-month,0,59.59999847412109
64,0,Two year,0,25.0
15,0,Month-to-month,0,84.3499984741211
24,1,Month-to-month,0,90.3499984741211
1,0,Month-to-month,0,55.54999923706055
70,0,Two year,0,75.3499984741211
1,1,Month-to-month,0,90.75
4,1,Month-to-month,0,89.5999984741211
39,0,One year,0,59.29999923706055
29,0,Month-to-month,0,66.0999984741211
14,0,Two year,0,18.799999237060547
61,0,Two year,0,86.44999694824219
13,0,Month-to-month,0,52.09999847412109
66,0,Two year,0,47.400001525878906
2,1,Month-to-month,0,49.25
59,0,One year,0,109.1500015258789
62,0,One year,0,94.9499969482422
33,0,One year,1,93.5500030517578
66,0,Two year,0,79.5
72,0,Two year,0,115.0500030517578
1,1,Month-to-month,0,19.75
19,1,Month-to-month,0,95.1500015258789
51,0,One year,0,95.1500015258789
63,0,Month-to-month,0,105.4000015258789
27,0,One year,0,20.100000381469727
22,1,Month-to-month,0,101.3499984741211
4,0,Month-to-month,1,20.049999237060547
42,0,Two year,0,20.700000762939453
29,0,One year,0,20.350000381469727
4,1,Month-to-month,0,70.05000305175781
30,0,One year,0,19.700000762939453
4,1,Month-to-month,0,74.6500015258789
71,0,Two year,0,85.44999694824219
46,0,Two year,0,40.400001525878906
4,1,Month-to-month,0,50.400001525878906
7,1,Month-to-month,0,79.6500015258789
69,0,One year,0,105.1999969482422
72,0,Two year,0,100.6500015258789
19,1,Month-to-month,1,79.8499984741211
28,0,Month-to-month,0,91.0
5,1,Month-to-month,0,78.75
72,0,Two year,1,116.75
8,1,Month-to-month,1,80.44999694824219
7,0,One year,0,59.09999847412109
22,0,Month-to-month,0,49.79999923706055
72,0,Two year,0,19.299999237060547
8,0,Month-to-month,0,19.649999618530277
52,0,One year,0,81.4000015258789
68,0,Two year,0,38.900001525878906
71,0,Two year,0,87.94999694824219
2,0,Month-to-month,0,19.850000381469727
34,0,Month-to-month,1,96.3499984741211
35,0,Month-to-month,0,24.149999618530277
61,0,One year,0,19.100000381469727
1,0,Month-to-month,0,44.0
1,1,Month-to-month,0,50.09999847412109
53,0,One year,0,60.59999847412109
72,0,Two year,0,25.649999618530277
2,1,Month-to-month,0,76.4000015258789
3,1,Month-to-month,0,98.6999969482422
13,1,Month-to-month,1,100.8000030517578
41,0,Month-to-month,1,53.95000076293945
24,0,One year,0,20.399999618530277
28,1,One year,0,90.0999984741211
8,0,Month-to-month,0,29.350000381469727
1,0,Month-to-month,0,20.450000762939453
54,0,Two year,0,95.0999984741211
41,0,Month-to-month,0,25.25
19,0,Month-to-month,0,44.900001525878906
72,0,Two year,0,92.6500015258789
62,0,Two year,0,43.70000076293945
56,0,Two year,1,72.5999984741211
15,1,Month-to-month,0,51.54999923706055
10,1,Month-to-month,1,79.25
32,0,Two year,0,18.950000762939453
21,0,Month-to-month,0,20.5
62,0,One year,0,19.950000762939453
2,0,Month-to-month,0,24.5
27,0,Two year,0,20.600000381469727
5,1,Month-to-month,0,94.8499984741211
25,0,One year,0,61.04999923706055
2,1,Month-to-month,0,85.69999694824219
49,0,One year,0,106.6500015258789
63,0,Month-to-month,0,108.25
4,0,Month-to-month,0,20.399999618530277
1,0,Month-to-month,0,55.29999923706055
11,0,Month-to-month,0,20.25
52,0,Month-to-month,1,72.94999694824219
60,0,Month-to-month,1,89.44999694824219
64,0,One year,0,104.6500015258789
43,0,Two year,0,75.19999694824219
61,0,One year,0,101.1500015258789
1,1,Month-to-month,0,44.400001525878906
5,1,Month-to-month,1,89.5
66,0,Two year,0,68.75
67,0,Two year,0,111.0500030517578
42,0,Two year,0,99.0
1,1,Month-to-month,1,86.05000305175781
31,0,Two year,0,21.0
7,0,Month-to-month,0,19.399999618530277
4,1,Month-to-month,0,44.54999923706055
34,0,One year,0,77.19999694824219
3,0,One year,0,19.450000762939453
19,0,Month-to-month,0,24.850000381469727
31,1,Month-to-month,0,35.400001525878906
1,1,Month-to-month,0,95.6500015258789
3,0,Month-to-month,0,41.34999847412109
46,0,Month-to-month,0,19.600000381469727
1,1,Month-to-month,0,20.950000762939453
69,0,One year,0,84.44999694824219
5,0,Month-to-month,0,20.25
1,0,Month-to-month,0,19.649999618530277
26,0,One year,0,20.649999618530277
10,1,Month-to-month,1,34.70000076293945
25,0,Two year,0,99.3000030517578
64,0,Month-to-month,0,81.05000305175781
30,0,Month-to-month,0,67.5999984741211
13,0,Month-to-month,0,70.1500015258789
64,0,One year,0,115.0
46,0,Month-to-month,0,84.80000305175781
12,0,One year,0,19.700000762939453
15,1,Month-to-month,0,19.75
17,1,Month-to-month,0,92.5500030517578
13,0,Month-to-month,0,63.150001525878906
67,0,Two year,0,74.0
24,0,Month-to-month,0,29.100000381469727
6,0,Month-to-month,0,50.04999923706055
53,1,One year,1,60.04999923706055
16,1,Month-to-month,1,74.30000305175781
10,0,Month-to-month,0,20.0
13,0,One year,0,74.6500015258789
9,1,Month-to-month,0,85.3499984741211
25,1,One year,0,74.30000305175781
7,0,Month-to-month,1,44.400001525878906
38,0,Two year,0,85.4000015258789
43,0,Month-to-month,0,94.0999984741211
4,1,Month-to-month,0,98.0999984741211
25,0,Two year,0,108.9000015258789
27,0,One year,0,56.20000076293945
72,0,Two year,0,26.100000381469727
71,0,One year,0,85.44999694824219
24,0,Month-to-month,0,88.94999694824219
50,1,Two year,0,109.6500015258789
57,0,Two year,0,74.3499984741211
15,0,Month-to-month,0,48.84999847412109
4,0,Month-to-month,0,80.0999984741211
28,0,Month-to-month,0,56.04999923706055
9,1,Month-to-month,1,74.55000305175781
55,0,Month-to-month,0,89.80000305175781
3,1,Month-to-month,0,100.9499969482422
10,1,Month-to-month,0,94.9000015258789
55,0,One year,0,19.100000381469727
20,0,Month-to-month,0,20.350000381469727
62,0,One year,0,106.0500030517578
32,1,Month-to-month,1,104.9000015258789
43,0,Two year,0,19.649999618530277
9,1,One year,0,24.100000381469727
60,0,Two year,0,59.84999847412109
58,0,Two year,0,86.0999984741211
7,0,One year,0,19.450000762939453
2,0,Month-to-month,0,97.0999984741211
37,0,Month-to-month,1,36.650001525878906
65,0,One year,1,103.9000015258789
39,0,Two year,0,19.75
66,1,One year,0,104.0500030517578
68,0,Two year,0,24.549999237060547
62,0,Two year,0,48.70000076293945
3,1,Month-to-month,0,88.3499984741211
72,0,Two year,0,109.5500030517578
41,0,Two year,0,20.649999618530277
29,1,Month-to-month,0,94.6500015258789
4,0,Month-to-month,0,55.20000076293945
53,0,One year,0,24.049999237060547
1,1,Month-to-month,1,74.4000015258789
41,1,Month-to-month,0,79.9000015258789
39,0,Two year,0,20.450000762939453
63,0,Two year,0,19.25
15,0,Month-to-month,0,26.350000381469727
13,0,One year,0,43.79999923706055
1,0,Month-to-month,0,50.150001525878906
1,0,Two year,0,20.450000762939453
8,1,Month-to-month,1,69.69999694824219
60,0,Two year,0,61.400001525878906
12,1,Month-to-month,1,98.0999984741211
40,0,One year,0,70.75
66,0,Two year,0,61.150001525878906
42,0,One year,0,20.25
66,0,One year,1,63.84999847412109
49,0,Month-to-month,0,98.6999969482422
1,1,Month-to-month,0,20.5
41,0,Two year,0,20.0
41,0,Two year,0,19.299999237060547
23,0,Month-to-month,0,84.4000015258789
3,0,Month-to-month,0,25.100000381469727
4,0,Month-to-month,0,48.25
52,0,Two year,0,19.850000381469727
4,1,Month-to-month,1,99.5999984741211
11,0,Month-to-month,0,94.1999969482422
2,0,Month-to-month,0,62.150001525878906
26,0,Month-to-month,0,79.30000305175781
24,0,One year,0,56.25
12,0,Month-to-month,0,20.299999237060547
60,0,Month-to-month,1,99.0
64,0,Two year,0,90.5999984741211
66,0,Two year,0,85.9000015258789
60,0,One year,0,79.19999694824219
17,0,One year,0,70.3499984741211
42,0,Two year,0,19.350000381469727
1,0,Month-to-month,0,50.150001525878906
47,0,Two year,0,63.79999923706055
10,0,Month-to-month,0,20.549999237060547
70,0,Two year,1,88.55000305175781
67,0,Month-to-month,1,101.4000015258789
1,1,Month-to-month,0,81.94999694824219
7,1,Month-to-month,0,69.3499984741211
1,0,Month-to-month,0,44.59999847412109
4,0,Month-to-month,0,63.75
66,0,Two year,0,109.25
12,0,Month-to-month,0,84.5999984741211
24,0,One year,0,20.450000762939453
26,0,Month-to-month,0,85.75
6,1,Month-to-month,0,91.0999984741211
57,0,Two year,0,107.9499969482422
14,1,Month-to-month,0,86.0999984741211
42,0,Two year,0,22.950000762939453
25,1,Month-to-month,0,94.6999969482422
64,0,Two year,0,19.450000762939453
22,1,Month-to-month,0,85.0999984741211
19,0,One year,0,19.700000762939453
61,1,Month-to-month,0,99.1500015258789
22,0,Month-to-month,0,87.0
70,1,Month-to-month,1,102.9499969482422
12,0,Month-to-month,0,79.94999694824219
31,0,One year,0,64.0
11,0,Month-to-month,0,64.9000015258789
68,0,Two year,0,25.75
72,0,Two year,1,90.1500015258789
67,0,Two year,1,116.0999984741211
60,0,Month-to-month,0,104.9499969482422
1,1,Month-to-month,0,45.04999923706055
1,1,Month-to-month,1,71.0
58,0,One year,0,50.0
47,1,Month-to-month,1,70.55000305175781
1,1,Month-to-month,0,79.69999694824219
1,0,Month-to-month,0,20.450000762939453
22,1,Month-to-month,0,59.0
48,1,One year,0,60.34999847412109
37,0,One year,0,19.850000381469727
13,0,One year,0,19.950000762939453
43,0,Two year,0,26.450000762939453
6,0,Two year,0,63.400001525878906
71,0,Two year,0,53.95000076293945
1,1,Month-to-month,1,69.25
72,0,Two year,0,95.0999984741211
6,0,Month-to-month,1,74.0999984741211
12,0,Month-to-month,0,35.5
25,1,Month-to-month,0,70.94999694824219
21,0,One year,0,79.19999694824219
6,0,Month-to-month,0,48.79999923706055
20,1,Month-to-month,0,89.0
18,1,Month-to-month,0,99.4000015258789
43,0,One year,0,55.45000076293945
35,0,Two year,0,25.399999618530277
1,1,Month-to-month,0,73.5
32,0,Month-to-month,1,93.5
52,0,Two year,0,63.900001525878906
32,0,One year,0,64.8499984741211
72,0,Two year,0,63.79999923706055
51,0,Month-to-month,0,44.45000076293945
68,0,Two year,0,19.950000762939453
8,0,Month-to-month,1,43.34999847412109
49,0,Two year,0,49.650001525878906
72,0,Two year,0,85.0999984741211
9,1,Month-to-month,0,95.5
28,1,Month-to-month,0,92.3499984741211
54,0,Month-to-month,0,89.80000305175781
11,1,Month-to-month,0,74.55000305175781
50,0,One year,0,103.0500030517578
69,0,Two year,0,116.0
1,0,Month-to-month,0,69.9000015258789
68,0,Two year,0,95.0999984741211
40,0,One year,0,40.25
31,0,Two year,0,25.75
33,0,Month-to-month,1,105.3499984741211
55,0,Two year,1,113.5999984741211
68,0,Two year,0,24.0
12,0,Month-to-month,0,19.399999618530277
71,0,Two year,0,86.0999984741211
40,0,Month-to-month,0,102.6500015258789
64,0,One year,0,92.8499984741211
53,0,One year,0,97.75
12,1,Month-to-month,1,83.80000305175781
53,1,Month-to-month,1,54.45000076293945
72,0,Two year,0,97.9499969482422
46,0,Two year,0,19.950000762939453
40,0,Two year,0,24.600000381469727
12,0,Month-to-month,0,50.95000076293945
9,0,Month-to-month,0,75.5999984741211
51,0,Month-to-month,0,80.75
49,0,Month-to-month,0,90.4000015258789
41,1,Month-to-month,1,99.8000030517578
56,0,One year,0,60.25
4,0,Month-to-month,0,20.200000762939453
20,0,One year,0,64.1500015258789
26,0,Month-to-month,0,20.25
20,1,Month-to-month,0,105.8499984741211
7,1,Month-to-month,0,75.44999694824219
7,1,Month-to-month,0,93.8499984741211
51,0,Month-to-month,0,99.0
4,0,Month-to-month,0,80.30000305175781
1,0,Month-to-month,0,19.549999237060547
27,0,Month-to-month,0,100.75
22,1,Month-to-month,0,100.75
12,0,Month-to-month,0,53.75
3,1,Month-to-month,0,31.0
34,0,One year,0,25.600000381469727
24,0,One year,0,58.34999847412109
51,1,Month-to-month,0,80.0
14,0,Month-to-month,1,46.34999847412109
59,0,Two year,0,113.75
3,0,Month-to-month,0,90.4000015258789
65,0,Two year,0,109.3000030517578
5,1,Month-to-month,1,70.25
59,0,Two year,0,90.3000030517578
72,0,Two year,0,65.25
62,1,Month-to-month,0,100.1500015258789
28,1,Month-to-month,0,94.5
3,0,Month-to-month,0,60.650001525878906
19,0,Month-to-month,0,24.100000381469727
1,0,Month-to-month,0,19.5
24,0,Month-to-month,0,85.94999694824219
57,0,One year,1,53.5
72,0,Two year,0,25.450000762939453
67,0,Two year,0,20.5
52,0,One year,0,20.850000381469727
71,0,Two year,0,89.9000015258789
26,0,One year,0,26.0
35,0,Two year,0,113.1999969482422
55,0,Two year,0,69.05000305175781
33,0,Two year,0,20.100000381469727
72,0,Two year,0,109.6500015258789
1,0,Month-to-month,0,19.200000762939453
10,1,Month-to-month,0,33.900001525878906
37,0,Month-to-month,1,90.0
12,0,Month-to-month,0,34.0
1,0,One year,0,20.399999618530277
62,0,Two year,0,38.59999847412109
1,0,Month-to-month,0,25.25
18,0,Month-to-month,0,60.59999847412109
69,1,Month-to-month,1,89.94999694824219
